book_id,title,extracted_saint,sinksar_dates,tselot_dates,missing_in_tselot,extra_in_tselot,question
GZ-MEL-060,መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,ዮሐንስ መጥምቅ,"[(1, 26), (3, 12), (5, 11), (5, 21), (13, 1)]","[(1, 1), (1, 2), (1, 26), (1, 30), (2, 2), (2, 30), (3, 2), (3, 30), (4, 2), (4, 30), (5, 2), (5, 11), (5, 30), (6, 2), (6, 30), (7, 2), (7, 30), (8, 2), (8, 15), (8, 30), (9, 2), (9, 30), (10, 2), (10, 30), (11, 2), (11, 30), (12, 2), (12, 30), (13, 1)]","[(3, 12), (5, 21)]","[(1, 1), (1, 2), (1, 30), (2, 2), (2, 30), (3, 2), (3, 30), (4, 2), (4, 30), (5, 2), (5, 30), (6, 2), (6, 30), (7, 2), (7, 30), (8, 2), (8, 15), (8, 30), (9, 2), (9, 30), (10, 2), (10, 30), (11, 2), (11, 30), (12, 2), (12, 30)]","ዮሐንስ መጥምቅ in Sinksar on [(3, 12), (5, 21)] but in App DB on [(1, 1), (1, 2), (1, 30), (2, 2), (2, 30), (3, 2), (3, 30), (4, 2), (4, 30), (5, 2), (5, 30), (6, 2), (6, 30), (7, 2), (7, 30), (8, 2), (8, 15), (8, 30), (9, 2), (9, 30), (10, 2), (10, 30), (11, 2), (11, 30), (12, 2), (12, 30)] - which correct?"
GZ-MEL-061,መልክዐ ቅዱስ ዮሐንስ ካልእ በግእዝ,ዮሐንስ ካልእ,"[(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)]","[(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)]","[(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)]","[(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)]","ዮሐንስ ካልእ in Sinksar on [(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)] but in App DB on [(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)] - which correct?"
GZ-MEL-062,መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ,ዮሐንስ ወንጌላዊ,"[(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (9, 16), (11, 27)]","[(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)]",[],"[(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4)]","ዮሐንስ ወንጌላዊ in Sinksar on OK but in App DB on [(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4)] - which correct?"
GZ-MEL-063,መልክዐ ቅዱስ ዮስጦስ በግእዝ,ዮስጦስ,"[(6, 10)]","[(6, 10), (11, 17)]",[],"[(11, 17)]","ዮስጦስ in Sinksar on OK but in App DB on [(11, 17)] - which correct?"
GZ-MEL-065,መልክዐ ቅዱስ ጊዮርጊስ በግእዝ,ጊዮርጊስ,"[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","ጊዮርጊስ in Sinksar on [(5, 4)] but in App DB on [(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)] - which correct?"
GZ-MEL-066,መልክዐ ቅድስት ፍቅርተ ክርስቶስ በግእዝ,ፍቅርተ ክርስቶስ,"[(7, 29)]","[(1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29)]",[],"[(1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29)]","ፍቅርተ ክርስቶስ in Sinksar on OK but in App DB on [(1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29)] - which correct?"
GZ-MEL-068,መልክዐ ተክለ ሃይማኖት በግእዝ,ተክለ ሃይማኖት,"[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 22), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)]",[],"[(8, 22), (9, 12)]","ተክለ ሃይማኖት in Sinksar on OK but in App DB on [(8, 22), (9, 12)] - which correct?"
GZ-MEL-069,መልክዐ ተክለ ሃይማኖት ካልእ በግእዝ,ተክለ ሃይማኖት ካልእ,"[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 22), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)]",[],"[(8, 22), (9, 12)]","ተክለ ሃይማኖት ካልእ in Sinksar on OK but in App DB on [(8, 22), (9, 12)] - which correct?"
GZ-MEL-070,መልክዐ ተክለ ማርያም ዘይሰመይ መብዓ ጽዮን በግእዝ,ተክለ ማርያም ዘይሰመይ መብዓ ጽዮን,"[(2, 30), (8, 30)]","[(12, 13)]","[(2, 30), (8, 30)]","[(12, 13)]","ተክለ ማርያም ዘይሰመይ መብዓ ጽዮን in Sinksar on [(2, 30), (8, 30)] but in App DB on [(12, 13)] - which correct?"
GZ-MEL-072,መልክዐ አማኑኤል በግእዝ,አማኑኤል,"[(7, 28)]","[(1, 28), (2, 28), (3, 28), (4, 28), (5, 28), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28)]",[],"[(1, 28), (2, 28), (3, 28), (4, 28), (5, 28), (6, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28)]","አማኑኤል in Sinksar on OK but in App DB on [(1, 28), (2, 28), (3, 28), (4, 28), (5, 28), (6, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28)] - which correct?"
GZ-MEL-076,መልክዐ አቡነ መርቆሬዎስ ዘደብረ ድማኅ በግእዝ,መርቆሬዎስ ዘደብረ ድማኅ,"[(1, 25), (2, 25), (3, 25), (3, 30), (4, 25), (6, 25), (7, 1), (7, 25), (8, 25), (9, 25), (10, 25), (12, 25)]","[(4, 16)]","[(1, 25), (2, 25), (3, 25), (3, 30), (4, 25), (6, 25), (7, 1), (7, 25), (8, 25), (9, 25), (10, 25), (12, 25)]","[(4, 16)]","መርቆሬዎስ ዘደብረ ድማኅ in Sinksar on [(1, 25), (2, 25), (3, 25), (3, 30), (4, 25), (6, 25), (7, 1), (7, 25), (8, 25), (9, 25), (10, 25), (12, 25)] but in App DB on [(4, 16)] - which correct?"
GZ-MEL-078,መልክዐ አቡነ መድኃኒነ እግዚእ በግእዝ,መድኃኒነ እግዚእ,"[(5, 3)]","[(1, 3), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)]",[],"[(1, 3), (2, 3), (3, 3), (4, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)]","መድኃኒነ እግዚእ in Sinksar on OK but in App DB on [(1, 3), (2, 3), (3, 3), (4, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)] - which correct?"
GZ-MEL-080,መልክዐ አቡነ ማቴዎስ ዘደብረ በርበሬ በግእዝ,ማቴዎስ ዘደብረ በርበሬ,"[(1, 12), (2, 12), (3, 12), (4, 12), (5, 5), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(5, 14)]","[(1, 12), (2, 12), (3, 12), (4, 12), (5, 5), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(5, 14)]","ማቴዎስ ዘደብረ በርበሬ in Sinksar on [(1, 12), (2, 12), (3, 12), (4, 12), (5, 5), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)] but in App DB on [(5, 14)] - which correct?"
GZ-MEL-081,መልክዐ አቡነ ማቴዎስ ዘደብረ በርበሬ በግእዝ ካልእ,ማቴዎስ ዘደብረ በርበሬ በግእዝ ካልእ,"[(1, 12), (2, 12), (3, 12), (4, 12), (5, 5), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(3, 13)]","[(1, 12), (2, 12), (3, 12), (4, 12), (5, 5), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(3, 13)]","ማቴዎስ ዘደብረ በርበሬ በግእዝ ካልእ in Sinksar on [(1, 12), (2, 12), (3, 12), (4, 12), (5, 5), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)] but in App DB on [(3, 13)] - which correct?"
GZ-MEL-084,መልክዐ አቡነ ሳሙኤል በግእዝ ሣልስ በግእዝ,ሳሙኤል በግእዝ ሣልስ,"[(1, 23), (2, 12), (2, 23), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 9), (10, 23), (11, 23), (12, 23)]","[(1, 12), (2, 12), (2, 29), (3, 12), (4, 12), (4, 23), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(1, 23), (2, 23), (3, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 9), (10, 23), (11, 23), (12, 23)]","[(1, 12), (2, 29), (3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","ሳሙኤል በግእዝ ሣልስ in Sinksar on [(1, 23), (2, 23), (3, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 9), (10, 23), (11, 23), (12, 23)] but in App DB on [(1, 12), (2, 29), (3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)] - which correct?"
GZ-MEL-085,መልክዐ አቡነ ሳሙኤል ዘዋልድባ በግእዝ,ሳሙኤል ዘዋልድባ,"[(1, 12), (2, 12), (3, 12), (4, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(1, 12), (2, 12), (3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]",[],"[(5, 12)]","ሳሙኤል ዘዋልድባ in Sinksar on OK but in App DB on [(5, 12)] - which correct?"
GZ-MEL-086,መልክዐ አቡነ ሳሙኤል ዘዋልድባ ካልዕ በግእዝ,ሳሙኤል ዘዋልድባ ካልዕ,"[(1, 12), (2, 12), (3, 12), (4, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(1, 12), (2, 12), (3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]",[],"[(5, 12)]","ሳሙኤል ዘዋልድባ ካልዕ in Sinksar on OK but in App DB on [(5, 12)] - which correct?"
GZ-MEL-092,መልክዐ አቡነ ተክለ ሃይማኖት በግእዝ,ተክለ ሃይማኖት,"[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 22), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)]",[],"[(8, 22), (9, 12)]","ተክለ ሃይማኖት in Sinksar on OK but in App DB on [(8, 22), (9, 12)] - which correct?"
GZ-MEL-098,መልክዐ አቡነ አብርሃም በግእዝ,አብርሃም,"[(12, 28)]","[(11, 7), (12, 28)]",[],"[(11, 7)]","አብርሃም in Sinksar on OK but in App DB on [(11, 7)] - which correct?"
GZ-MEL-102,መልክዐ አቡነ እንድርያስ ዘደብረ ስኂን (ፅፉን) በግእዝ,እንድርያስ ዘደብረ ስኂን,"[(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)]","[(7, 29)]","[(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)]","[(7, 29)]","እንድርያስ ዘደብረ ስኂን in Sinksar on [(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)] but in App DB on [(7, 29)] - which correct?"
GZ-MEL-103,መልክዐ አቡነ እንድርያስ ዘደብረ ጽጌ በግእዝ,እንድርያስ ዘደብረ ጽጌ,"[(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)]","[(6, 1)]","[(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)]","[(6, 1)]","እንድርያስ ዘደብረ ጽጌ in Sinksar on [(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)] but in App DB on [(6, 1)] - which correct?"
GZ-MEL-104,መልክዐ አቡነ ዕጨጌ ዮሐንስ በግእዝ,ዕጨጌ ዮሐንስ,"[(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)]","[(11, 29)]","[(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)]","[(11, 29)]","ዕጨጌ ዮሐንስ in Sinksar on [(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)] but in App DB on [(11, 29)] - which correct?"
GZ-MEL-105,መልክዐ አቡነ ዘርዐ ቡሩክ በግእዝ,ዘርዐ ቡሩክ,"[(1, 13), (2, 13), (3, 13), (6, 13), (7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13)]","[(1, 13), (2, 13), (3, 13), (4, 13), (5, 13), (6, 13), (7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13)]",[],"[(4, 13), (5, 13)]","ዘርዐ ቡሩክ in Sinksar on OK but in App DB on [(4, 13), (5, 13)] - which correct?"
GZ-MEL-110,መልክዐ አቡነ ዮሐንስ ዘድብረ ዳጋ በግእዝ,ዮሐንስ ዘድብረ ዳጋ,"[(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)]","[(12, 8)]","[(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)]","[(12, 8)]","ዮሐንስ ዘድብረ ዳጋ in Sinksar on [(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)] but in App DB on [(12, 8)] - which correct?"
GZ-MEL-114,መልክዐ አቡነ ዳንኤል በግእዝ,ዳንኤል,"[(1, 16), (1, 23), (2, 16), (2, 23), (3, 23), (4, 23), (5, 16), (6, 16), (7, 16), (8, 16), (9, 16), (10, 16), (10, 23), (11, 16), (11, 23), (12, 16), (12, 23)]","[(3, 6)]","[(1, 16), (1, 23), (2, 16), (2, 23), (3, 23), (4, 23), (5, 16), (6, 16), (7, 16), (8, 16), (9, 16), (10, 16), (10, 23), (11, 16), (11, 23), (12, 16), (12, 23)]","[(3, 6)]","ዳንኤል in Sinksar on [(1, 16), (1, 23), (2, 16), (2, 23), (3, 23), (4, 23), (5, 16), (6, 16), (7, 16), (8, 16), (9, 16), (10, 16), (10, 23), (11, 16), (11, 23), (12, 16), (12, 23)] but in App DB on [(3, 6)] - which correct?"
GZ-MEL-117,መልክዐ አቡነ ፊልሞና በግእዝ,ፊልሞና,"[(3, 27)]","[(4, 22)]","[(3, 27)]","[(4, 22)]","ፊልሞና in Sinksar on [(3, 27)] but in App DB on [(4, 22)] - which correct?"
GZ-MEL-118,መልክዐ አቡነ ፊልጶስ በግእዝ,ፊልጶስ,"[(10, 14)]","[(11, 28)]","[(10, 14)]","[(11, 28)]","ፊልጶስ in Sinksar on [(10, 14)] but in App DB on [(11, 28)] - which correct?"
GZ-MEL-120,መልክዐ አቡነ ፊልጶስ ዘደብረ ቢዘን በግእዝ,ፊልጶስ ዘደብረ ቢዘን,"[(10, 14)]","[(12, 5)]","[(10, 14)]","[(12, 5)]","ፊልጶስ ዘደብረ ቢዘን in Sinksar on [(10, 14)] but in App DB on [(12, 5)] - which correct?"
GZ-MEL-123,መልክዐ አባ ጊዮርጊስ ዘጋሥጫ በግእዝ,አባ ጊዮርጊስ ዘጋሥጫ,"[(5, 4)]","[(1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7)]","[(5, 4)]","[(1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7)]","አባ ጊዮርጊስ ዘጋሥጫ in Sinksar on [(5, 4)] but in App DB on [(1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7)] - which correct?"
GZ-MEL-124,መልክዐ አብርሃም ይሥሐቅ ወያዕቆብ በግእዝ,አብርሃም ይሥሐቅ ወያዕቆብ,"[(12, 28)]","[(1, 28), (2, 28), (3, 28), (4, 28), (5, 28), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 24), (12, 28)]",[],"[(1, 28), (2, 28), (3, 28), (4, 28), (5, 28), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 24)]","አብርሃም ይሥሐቅ ወያዕቆብ in Sinksar on OK but in App DB on [(1, 28), (2, 28), (3, 28), (4, 28), (5, 28), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 24)] - which correct?"
GZ-MEL-133,መልክዐ ኢያቄም በግእዝ,ኢያቄም,"[(8, 7)]","[(1, 1), (1, 3), (1, 7), (1, 11), (1, 12), (2, 1), (2, 3), (2, 11), (3, 1), (3, 3), (3, 11), (4, 1), (4, 3), (4, 11), (4, 13), (5, 1), (5, 3), (5, 11), (6, 1), (6, 3), (6, 11), (7, 1), (7, 3), (7, 11), (8, 1), (8, 3), (8, 7), (8, 11), (9, 1), (9, 3), (9, 11), (10, 1), (10, 3), (10, 11), (11, 1), (11, 3), (11, 11), (12, 1), (12, 3), (12, 7), (12, 11)]",[],"[(1, 1), (1, 3), (1, 7), (1, 11), (1, 12), (2, 1), (2, 3), (2, 11), (3, 1), (3, 3), (3, 11), (4, 1), (4, 3), (4, 11), (4, 13), (5, 1), (5, 3), (5, 11), (6, 1), (6, 3), (6, 11), (7, 1), (7, 3), (7, 11), (8, 1), (8, 3), (8, 11), (9, 1), (9, 3), (9, 11), (10, 1), (10, 3), (10, 11), (11, 1), (11, 3), (11, 11), (12, 1), (12, 3), (12, 7), (12, 11)]","ኢያቄም in Sinksar on OK but in App DB on [(1, 1), (1, 3), (1, 7), (1, 11), (1, 12), (2, 1), (2, 3), (2, 11), (3, 1), (3, 3), (3, 11), (4, 1), (4, 3), (4, 11), (4, 13), (5, 1), (5, 3), (5, 11), (6, 1), (6, 3), (6, 11), (7, 1), (7, 3), (7, 11), (8, 1), (8, 3), (8, 11), (9, 1), (9, 3), (9, 11), (10, 1), (10, 3), (10, 11), (11, 1), (11, 3), (11, 11), (12, 1), (12, 3), (12, 7), (12, 11)] - which correct?"
GZ-MEL-134,መልክዐ ኤልያስ በግእዝ,ኤልያስ,"[(1, 6), (2, 6), (3, 6), (5, 6), (6, 6), (7, 6), (7, 11), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (12, 13)]","[(1, 6), (2, 6), (3, 6), (4, 1), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (12, 13)]","[(7, 11)]","[(4, 1), (4, 6)]","ኤልያስ in Sinksar on [(7, 11)] but in App DB on [(4, 1), (4, 6)] - which correct?"
GZ-MEL-135,መልክዐ ኤዎስጣቴዎስ በግእዝ,ኤዎስጣቴዎስ,"[(1, 23), (5, 18)]","[(1, 18), (2, 18), (3, 18), (4, 18), (5, 18), (6, 18), (7, 18), (8, 18), (9, 18), (10, 18), (11, 18), (12, 18)]","[(1, 23)]","[(1, 18), (2, 18), (3, 18), (4, 18), (6, 18), (7, 18), (8, 18), (9, 18), (10, 18), (11, 18), (12, 18)]","ኤዎስጣቴዎስ in Sinksar on [(1, 23)] but in App DB on [(1, 18), (2, 18), (3, 18), (4, 18), (6, 18), (7, 18), (8, 18), (9, 18), (10, 18), (11, 18), (12, 18)] - which correct?"
GZ-MEL-136,መልክዐ እስትንፋሰ ክርስቶስ በግእዝ,እስትንፋሰ ክርስቶስ,"[(1, 9), (2, 9), (3, 9), (4, 9), (5, 9), (7, 9), (9, 9), (10, 9), (11, 9), (12, 9)]","[(1, 9), (2, 9), (3, 9), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9), (9, 9), (10, 9), (11, 9), (12, 9)]",[],"[(6, 9), (8, 9)]","እስትንፋሰ ክርስቶስ in Sinksar on OK but in App DB on [(6, 9), (8, 9)] - which correct?"
GZ-MEL-137,መልክዐ እንድርያስ ሐዋርያ በግእዝ,እንድርያስ ሐዋርያ,"[(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)]","[(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)]",[],"[(6, 4)]","እንድርያስ ሐዋርያ in Sinksar on OK but in App DB on [(6, 4)] - which correct?"
GZ-MEL-138,መልክዐ እንጦንዮስ በግእዝ,እንጦንዮስ,"[(1, 25), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22)]","[(5, 22), (7, 6), (11, 22)]","[(1, 25), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22)]","[(5, 22), (7, 6), (11, 22)]","እንጦንዮስ in Sinksar on [(1, 25), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22)] but in App DB on [(5, 22), (7, 6), (11, 22)] - which correct?"
GZ-MEL-141,መልክዐ ኪዳነ ምሕረት በግእዝ,ኪዳነ ምሕረት,"[(1, 16), (2, 16), (3, 16), (4, 16), (6, 16), (7, 16), (8, 16), (9, 16), (10, 16), (11, 16), (12, 16)]","[(1, 16), (2, 16), (3, 16), (4, 16), (5, 16), (6, 16), (7, 16), (8, 16), (9, 16), (10, 16), (11, 16), (12, 16)]",[],"[(5, 16)]","ኪዳነ ምሕረት in Sinksar on OK but in App DB on [(5, 16)] - which correct?"
GZ-MEL-143,መልክዐ ክርስቶስ ሠምራ በግእዝ,ክርስቶስ ሠምራ,"[(1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)]","[(1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)]","ክርስቶስ ሠምራ in Sinksar on [(1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10)] but in App DB on [(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)] - which correct?"
GZ-MEL-145,መልክዐ ዓቢየ እግዚእ በግእዝ,ዓቢየ እግዚእ,"[(1, 19), (2, 19), (3, 19), (4, 19), (6, 19), (7, 19), (8, 19), (10, 19), (11, 19), (12, 19)]","[(1, 19), (2, 19), (3, 19), (4, 19), (5, 19), (6, 19), (7, 19), (8, 19), (9, 19), (10, 19), (11, 19), (12, 10), (12, 13), (12, 19)]",[],"[(5, 19), (9, 19), (12, 10), (12, 13)]","ዓቢየ እግዚእ in Sinksar on OK but in App DB on [(5, 19), (9, 19), (12, 10), (12, 13)] - which correct?"
GZ-MEL-149,መልክዐ ዮሐንስ ወልደ ነጎድጓድ በግእዝ,ዮሐንስ ወልደ ነጎድጓድ,"[(6, 4)]","[(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)]",[],"[(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)]","ዮሐንስ ወልደ ነጎድጓድ in Sinksar on OK but in App DB on [(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)] - which correct?"
